timestamp,data,prediction-5step
209,7180.0,7737.6743164062500
210,5178.0,6369.9980468750000
211,3658.0,5288.5664062500000
212,3181.0,4608.0371093750000
213,2402.0,4280.4863281250000
214,1944.0,4298.0029296875000
215,1877.0,4333.8486328125000
216,2257.0,4687.7402343750000
217,2280.0,5161.6181640625000
218,2575.0,6234.8867187500000
219,4174.0,8092.5224609375000
220,6346.0,10189.9423828125000
221,10594.0,12126.1201171875000
222,12632.0,13963.5136718750000
223,14893.0,15268.3388671875000
224,16470.0,16340.7060546875000
225,18998.0,16932.3417968750000
226,17792.0,17494.0175781250000
227,16396.0,16992.9257812500000
228,14128.0,16583.6816406250000
229,14161.0,16141.4277343750000
230,14154.0,16311.0371093750000
231,15074.0,16375.0625000000000
232,15188.0,16119.8623046875000
233,15483.0,15775.7314453125000
234,15338.0,15766.4765625000000
235,16242.0,15732.8359375000000
236,16579.0,15796.1357421875000
237,16885.0,15880.5341796875000
238,16824.0,16038.2695312500000
239,16238.0,16195.7119140625000
240,15702.0,16510.6660156250000
241,15132.0,16871.5156250000000
242,17500.0,17230.9316406250000
243,19167.0,17521.6230468750000
244,21398.0,17683.1425781250000
245,22382.0,17761.2265625000000
246,22270.0,17754.1523437500000
247,20575.0,18021.4042968750000
248,18824.0,18243.6445312500000
249,17909.0,18656.3300781250000
250,19707.0,18785.4199218750000
251,19066.0,18240.7148437500000
252,17755.0,16265.3847656250000
253,16583.0,13309.9482421875000
254,14955.0,10883.7890625000000
255,11849.0,10416.7031250000000
256,9292.0,9419.0156250000000
257,8110.0,7963.0561523437500
258,7352.0,6435.1054687500000
259,5049.0,5132.9394531250000
260,3451.0,4274.9101562500000
261,2465.0,4106.3222656250000
262,2125.0,4119.2568359375000
263,1877.0,4219.4462890625000
264,2069.0,4255.1220703125000
265,2080.0,4680.2021484375000
266,2375.0,4973.8681640625000
267,4303.0,5494.0048828125000
268,6537.0,6821.2783203125000
269,11331.0,9157.4931640625000
270,13565.0,11988.9960937500000
271,16455.0,14739.1875000000000
272,18310.0,16853.7871093750000
273,20288.0,17552.2343750000000
274,19564.0,18112.5429687500000
275,19380.0,17456.2773437500000
276,16507.0,16827.1074218750000
277,16939.0,16596.3789062500000
278,16113.0,17272.0195312500000
279,17537.0,17384.7910156250000
280,18120.0,17467.4863281250000
281,18038.0,16884.3164062500000
282,17870.0,16745.4179687500000
283,18427.0,16545.4843750000000
284,18971.0,16822.6757812500000
285,19071.0,17211.2226562500000
286,18646.0,17545.6542968750000
287,18229.0,17894.6171875000000
288,15977.0,18447.0371093750000
289,15026.0,19108.8046875000000
290,17398.0,19717.8574218750000
291,20865.0,20246.3710937500000
292,23875.0,20759.2929687500000
293,25290.0,21324.7187500000000
294,25510.0,22146.0488281250000
295,24535.0,22885.8691406250000
296,21922.0,22690.9765625000000
297,20113.0,22408.7343750000000
298,22079.0,22309.4570312500000
299,23111.0,22027.9960937500000
300,25209.0,21280.6640625000000
301,21978.0,19030.8046875000000
302,18320.0,15498.5107421875000
303,14881.0,13701.7958984375000
304,12053.0,12567.7451171875000
305,9409.0,12843.1171875000000
306,7740.0,10444.9023437500000
307,5528.0,8308.0625000000000
308,4667.0,5848.2255859375000
309,3242.0,4494.0878906250000
310,2678.0,4230.1005859375000
311,2370.0,4231.8271484375000
312,2475.0,4367.2207031250000
313,2304.0,5042.8300781250000
314,2491.0,5845.5742187500000
315,4117.0,7158.5175781250000
316,6435.0,9613.3671875000000
317,11067.0,13106.2470703125000
318,13384.0,15679.4892578125000
319,17194.0,17119.9824218750000
320,18510.0,17830.2421875000000
321,20464.0,18011.1269531250000
322,19777.0,18493.1855468750000
323,18928.0,17842.6152343750000
324,17243.0,17135.7246093750000
325,17490.0,16858.6152343750000
326,16558.0,17489.2109375000000
327,17830.0,17572.3242187500000
328,18203.0,17430.8242187500000
329,18126.0,17000.5195312500000
330,18122.0,16886.7968750000000
331,18488.0,16656.6738281250000
332,18487.0,16911.6289062500000
333,18542.0,17248.7031250000000
334,18240.0,17555.4394531250000
335,17393.0,17927.6562500000000
336,15175.0,18462.3242187500000
337,15360.0,19030.1972656250000
338,17103.0,19626.1699218750000
339,19561.0,20202.6015625000000
340,22262.0,20790.2636718750000
341,24725.0,21472.0332031250000
342,25995.0,22439.5429687500000
343,26319.0,23128.4902343750000
344,24995.0,23068.5449218750000
345,20534.0,22551.0566406250000
346,23458.0,22335.3847656250000
347,24681.0,22106.8417968750000
348,23955.0,21614.5937500000000
349,23655.0,20489.8261718750000
350,21896.0,16664.1503906250000
351,19338.0,14937.7207031250000
352,15185.0,13721.9082031250000
353,11459.0,11951.9013671875000
354,8847.0,10837.4003906250000
355,6580.0,9558.2314453125000
356,5247.0,8070.5600585937500
357,4127.0,5851.4218750000000
358,3440.0,4432.7001953125000
359,2957.0,4290.0781250000000
360,2779.0,4362.5556640625000
361,2532.0,4910.2666015625000
362,2718.0,5773.5771484375000
363,4449.0,7037.2402343750000
364,6601.0,9149.6914062500000
365,11202.0,12339.3476562500000
366,13934.0,15083.9658203125000
367,17176.0,16718.0585937500000
368,19057.0,17987.3203125000000
369,21112.0,18452.6679687500000
370,19882.0,18759.3906250000000
371,19024.0,18038.4863281250000
372,16989.0,17248.5468750000000
373,16979.0,17085.2207031250000
374,16381.0,17738.8457031250000
375,17815.0,17750.0683593750000
376,18029.0,17615.1914062500000
377,17495.0,17182.4453125000000
378,17075.0,17018.4453125000000
379,18234.0,16865.5878906250000
380,18091.0,17127.4824218750000
381,18495.0,17384.0253906250000
382,17523.0,17527.6445312500000
383,16714.0,17698.0585937500000
384,14735.0,18212.0625000000000
385,13610.0,18721.2773437500000
386,16290.0,19313.8359375000000
387,19152.0,19881.4765625000000
388,21865.0,20548.8828125000000
389,24347.0,21353.0273437500000
390,26186.0,22336.0390625000000
391,25852.0,23061.9218750000000
392,23995.0,23038.1074218750000
393,21664.0,22581.4882812500000
394,25027.0,22520.8593750000000
395,25431.0,22491.6347656250000
396,25643.0,22412.9589843750000
397,24654.0,21706.4921875000000
398,23154.0,19394.8789062500000
399,21863.0,18395.0039062500000
400,20051.0,16707.8593750000000
401,16122.0,14907.7187500000000
402,13107.0,12712.9091796875000
403,10506.0,10696.8691406250000
404,8444.0,9532.5781250000000
405,6876.0,8364.7773437500000
406,5375.0,6338.5849609375000
407,4366.0,4729.9589843750000
408,4183.0,4462.9941406250000
409,3249.0,4470.7138671875000
410,3134.0,4870.6923828125000
411,4620.0,5589.5771484375000
412,6725.0,6742.8173828125000
413,10651.0,8432.3125000000000
414,12952.0,10878.6611328125000
415,15808.0,13872.3076171875000
416,17565.0,16066.0517578125000
417,19784.0,17373.4335937500000
418,19699.0,18239.6054687500000
419,18663.0,18071.2148437500000
420,16509.0,17398.0800781250000
421,16600.0,16951.9765625000000
422,15636.0,17210.9531250000000
423,17434.0,17350.4765625000000
424,17668.0,17281.3750000000000
425,17124.0,16953.8496093750000
426,17124.0,16910.7460937500000
427,17489.0,16828.8925781250000
428,18371.0,17080.9570312500000
429,18381.0,17286.8359375000000
430,17898.0,17424.1347656250000
431,16350.0,17636.0019531250000
432,14688.0,17955.9335937500000
433,14227.0,18411.9707031250000
434,16924.0,18899.9492187500000
435,19952.0,19407.2382812500000
436,22665.0,20024.5742187500000
437,23465.0,20789.3632812500000
438,25111.0,21678.6152343750000
439,23984.0,22239.5859375000000
440,21701.0,22082.8710937500000
441,20592.0,22019.1523437500000
442,22630.0,22441.5664062500000
443,22854.0,22797.9199218750000
444,23892.0,23253.3261718750000
445,24959.0,23145.3828125000000
446,26039.0,22383.7363281250000
447,26873.0,21813.2011718750000
448,25871.0,20876.9375000000000
449,24874.0,19841.8828125000000
450,23243.0,18701.9746093750000
451,21674.0,17386.1796875000000
452,19221.0,16155.5517578125000
453,16140.0,14477.5576171875000
454,13371.0,12744.7421875000000
455,12041.0,10882.3769531250000
456,10301.0,9623.6464843750000
457,6472.0,8195.7656250000000
458,4507.0,6341.4472656250000
459,3682.0,4874.1181640625000
460,3422.0,4755.0332031250000
461,4554.0,4686.6425781250000
462,5347.0,4754.5771484375000
463,6853.0,5744.8574218750000
464,7107.0,7100.6533203125000
465,9463.0,8826.4960937500000
466,11022.0,11570.7558593750000
467,13393.0,14339.3603515625000
468,13567.0,16385.9062500000000
469,15452.0,17279.8359375000000
470,15525.0,18206.4433593750000
471,17165.0,18370.0664062500000
472,17263.0,17974.3476562500000
473,18418.0,17453.2265625000000
474,18578.0,17026.2460937500000
475,18762.0,16741.4921875000000
476,18076.0,16710.0058593750000
477,18604.0,16712.9003906250000
478,18580.0,16997.4648437500000
479,19306.0,17254.3242187500000
480,18140.0,17536.3164062500000
481,17455.0,17685.5859375000000
482,18980.0,18015.0546875000000
483,21152.0,18407.1933593750000
484,22483.0,18977.8417968750000
485,22534.0,19412.7539062500000
486,22801.0,19898.8437500000000
487,22117.0,20533.5742187500000
488,19864.0,21152.9531250000000
489,19494.0,21802.1171875000000
490,20607.0,22335.3593750000000
491,20627.0,22769.3164062500000
492,21706.0,22982.0859375000000
493,24243.0,22593.1503906250000
494,25204.0,21892.9023437500000
495,25752.0,21115.3242187500000
496,25792.0,19975.7949218750000
497,25033.0,19159.6093750000000
498,23935.0,19227.2851562500000
499,21440.0,18746.6601562500000
500,19468.0,17891.5683593750000
501,16622.0,16867.0937500000000
502,14485.0,15626.2705078125000
503,12974.0,14237.0693359375000
504,11191.0,12079.4482421875000
505,6911.0,10350.3828125000000
506,4410.0,8216.5273437500000
507,3467.0,6074.8417968750000
508,3429.0,4903.4062500000000
509,3599.0,4558.2177734375000
510,3575.0,4259.2607421875000
511,4557.0,4870.0078125000000
512,5243.0,5979.6562500000000
513,6588.0,7321.5087890625000
514,8008.9999999999991,9305.2412109375000
515,10743.0,12293.0839843750000
516,13524.0,15613.2666015625000
517,16179.0,16921.8847656250000
518,14905.0,17461.0976562500000
519,16916.0,17712.3652343750000
520,17082.0,18044.1640625000000
521,18606.0,17622.5175781250000
522,18935.0,16992.7753906250000
523,20175.0,16693.2226562500000
524,22219.0,16627.8261718750000
525,22868.0,16654.7500000000000
526,20375.0,17054.2285156250000
527,18489.0,17356.5332031250000
528,16187.0,17939.6953125000000
529,14015.0,18983.1484375000000
530,14261.0,19739.6054687500000
531,20081.0,19727.0839843750000
532,21503.0,19398.0332031250000
533,19850.0,18847.3496093750000
534,18383.0,18231.0234375000000
535,17640.0,18252.8398437500000
536,16225.0,19519.2226562500000
537,15566.0,20036.6171875000000
538,17088.0,19315.1503906250000
539,16968.0,17799.8515625000000
540,15271.0,15790.1220703125000
541,14141.0,13131.1425781250000
542,12851.0,10888.7529296875000
543,13877.0,10017.8730468750000
544,12484.0,8882.0126953125000
545,9037.0,6973.5371093750000
546,7393.0,5459.7412109375000
547,5176.0,4724.8007812500000
548,3479.0,4904.6435546875000
549,2755.0,4318.6562500000000
550,2027.0,3996.4560546875000
551,1769.0,4137.2431640625000
552,2091.0,4219.0058593750000
553,2553.0,4593.5839843750000
554,2853.0,4854.5654296875000
555,4835.0,5279.1972656250000
556,6603.0,6415.6708984375000
557,11230.0,8452.1689453125000
558,13395.0,11007.9199218750000
559,15650.0,13606.4658203125000
560,17601.0,16223.4394531250000
561,18818.0,17158.6914062500000
562,18515.0,17809.6972656250000
563,16972.0,17171.5761718750000
564,15316.0,16609.6992187500000
565,16003.0,16294.3886718750000
566,14818.0,16623.6035156250000
567,15610.0,16757.2402343750000
568,16536.0,16470.1640625000000
569,16153.0,16143.2851562500000
570,15548.0,16162.9160156250000
571,16500.0,15997.1904296875000
572,16726.0,16098.2880859375000
573,16838.0,16345.8369140625000
574,16550.0,16503.9960937500000
575,16621.0,16606.5351562500000
576,15657.0,16967.9140625000000
577,15334.0,17393.0761718750000
578,17584.0,17856.6562500000000
579,20903.0,18319.7812500000000
580,21968.0,18837.8105468750000
581,26945.0,19360.4843750000000
582,24416.0,19975.5058593750000
583,22401.0,20435.5820312500000
584,23549.0,20489.8105468750000
585,21498.0,20362.8164062500000
586,23114.0,20922.9453125000000
587,23341.0,20805.6250000000000
588,22141.0,19236.4960937500000
589,19110.0,17896.7734375000000
590,16682.0,14840.0029296875000
591,12631.0,13367.5957031250000
592,10089.0,11986.8789062500000
593,8553.0,10386.3261718750000
594,6416.0,8529.6757812500000
595,4694.0,6567.3281250000000
596,3933.0,4597.7753906250000
597,2833.0,4311.7128906250000
598,2089.0,4199.5898437500000
599,1896.0,4213.2041015625000
600,2055.0,4646.7539062500000
601,2031.0,5362.2031250000000
602,2449.0,6275.4697265625000
603,4360.0,8067.1274414062500
604,7035.9999999999991,11209.5263671875000
605,11730.0,14570.1718750000000
606,14387.0,16474.2773437500000
607,17505.0,17388.7773437500000
608,19091.0,17897.1386718750000
609,21057.0,18113.8925781250000
610,20050.0,18496.1953125000000
611,18637.0,17765.7734375000000
612,17555.0,17068.3632812500000
613,17595.0,17003.2226562500000
614,16312.0,17729.4238281250000
615,18232.0,17799.5468750000000
616,18446.0,17513.7695312500000
617,18204.0,17170.4765625000000
618,17607.0,17054.2343750000000
619,18945.0,16755.9531250000000
620,22208.0,17157.7851562500000
621,21574.0,17533.8789062500000
622,17299.0,17824.3046875000000
623,15515.0,18068.4628906250000
624,13246.0,18742.2167968750000
625,12328.0,20049.6289062500000
626,15342.0,20757.3085937500000
627,18730.0,20981.1523437500000
628,23412.0,21373.2128906250000
629,26340.0,21951.2519531250000
630,27167.0,22615.1250000000000
631,26279.0,23360.4062500000000
632,23392.0,23626.8046875000000
633,21571.0,22851.4023437500000
634,23477.0,22209.0507812500000
635,22612.0,21984.8378906250000
636,21389.0,21412.7968750000000
637,19575.0,19701.6132812500000
638,18165.0,16343.4794921875000
639,14923.0,14410.9960937500000
640,11815.0,11798.2343750000000
641,9024.0,9918.1171875000000
642,7363.0,8387.2343750000000
643,5812.0,7023.0756835937500
644,4559.0,5230.0908203125000
645,3673.0,4336.1552734375000
646,2830.0,4128.4648437500000
647,2374.0,4248.1445312500000
648,2556.0,4540.3291015625000
649,2456.0,5154.6064453125000
650,2486.0,6092.3125000000000
651,4451.0,7746.7763671875000
652,6723.0,10610.4667968750000
653,12501.0,13828.9785156250000
654,14763.0,15831.1689453125000
655,18127.0,17111.7187500000000
656,20393.0,18205.4003906250000
657,20753.0,18391.4042968750000
658,20124.0,18712.3632812500000
659,19253.0,17741.4570312500000
660,17981.0,17084.1542968750000
661,17720.0,17382.3242187500000
662,16525.0,17757.8105468750000
663,18153.0,17850.2578125000000
664,18558.0,17752.5312500000000
665,17652.0,17465.1875000000000
666,17292.0,17312.4824218750000
667,17551.0,17043.9863281250000
668,17951.0,17344.8769531250000
669,17909.0,17704.5078125000000
670,17442.0,17820.4902343750000
671,16533.0,18000.4238281250000
672,14776.0,18387.9277343750000
673,13462.0,18932.8886718750000
674,16363.0,19517.5312500000000
675,19310.0,20131.0468750000000
676,22346.0,20830.5390625000000
677,24408.0,21660.6816406250000
678,26225.0,22600.2324218750000
679,25423.0,23281.0644531250000
680,23811.0,23207.7304687500000
681,22028.0,22664.5683593750000
682,24290.0,22526.3320312500000
683,24835.0,22360.8828125000000
684,24269.0,22038.9531250000000
685,23526.0,20924.1074218750000
686,21968.0,18317.8125000000000
687,20137.0,16750.4882812500000
688,16928.0,14925.2119140625000
689,12753.0,12773.9326171875000
690,10087.0,11056.4960937500000
691,7880.9999999999991,9671.6562500000000
692,6006.0,8438.4472656250000
693,4382.0,6605.3076171875000
694,3676.0,4657.1660156250000
695,3214.0,4395.9003906250000
696,3205.0,4331.7548828125000
697,2849.0,4671.7333984375000
698,2887.0,5414.5107421875000
699,5039.0,6616.8955078125000
700,7132.0,8496.6943359375000
701,12095.0,11500.7158203125000
702,14558.0,14428.3066406250000
703,17298.0,16310.0810546875000
704,19124.0,17813.8281250000000
705,20407.0,18445.3222656250000
706,19379.0,18813.8945312500000
707,18867.0,17919.5996093750000
708,17662.0,17179.9589843750000
709,17447.0,17104.2656250000000
710,16579.0,17503.5488281250000
711,18340.0,17505.0742187500000
712,18760.0,17472.1035156250000
713,18457.0,17269.2832031250000
714,17608.0,17180.7148437500000
715,18913.0,17044.3867187500000
716,19122.0,17397.7421875000000
717,19547.0,17787.4531250000000
718,17267.0,18073.3593750000000
719,15916.0,18281.2402343750000
720,13836.0,18826.1113281250000
721,11985.0,19426.7031250000000
722,14313.0,20051.7578125000000
723,17988.0,20571.6406250000000
724,21181.0,21275.7519531250000
725,23539.0,22146.5117187500000
726,24714.0,22849.5761718750000
727,25079.0,23466.7109375000000
728,23032.0,23640.6015625000000
729,21168.0,23218.0449218750000
730,25514.0,22850.6914062500000
731,26286.0,22790.6503906250000
732,25650.0,22693.8164062500000
733,24850.0,22173.8945312500000
734,23869.0,20320.0957031250000
735,22913.0,19757.1835937500000
736,20850.0,18465.8671875000000
737,16734.0,16308.8671875000000
738,14106.0,13797.7861328125000
739,11587.0,11596.4423828125000
740,8951.0,10241.8476562500000
741,7199.0,8952.2304687500000
742,6051.0,6856.1406250000000
743,4693.0,5091.5742187500000
744,4507.0,4539.7167968750000
745,3791.0,4444.7568359375000
746,3586.0,4818.2246093750000
747,4918.0,5533.8574218750000
748,7039.0,6549.7138671875000
749,11262.0,8238.2734375000000
750,13725.0,10595.4052734375000
751,15899.0,13467.3271484375000
752,17329.0,15728.2285156250000
753,19757.0,17081.0449218750000
754,19341.0,17935.6328125000000
755,17660.0,17691.1601562500000
756,16532.0,17155.3359375000000
757,16354.0,16832.9042968750000
758,16054.0,17129.9609375000000
759,17326.0,17205.1972656250000
760,17463.0,16995.0097656250000
761,17091.0,16828.9824218750000
762,16668.0,16813.5273437500000
763,17096.0,16827.3222656250000
764,17811.0,17043.9375000000000
765,17980.0,17242.2480468750000
766,17080.0,17416.8261718750000
767,15185.0,17613.8144531250000
768,13538.0,17920.2441406250000
769,12704.0,18334.1347656250000
770,15019.0,18800.6601562500000
771,18778.0,19324.1875000000000
772,21583.0,19982.9804687500000
773,23834.0,20736.2949218750000
774,25123.0,21413.7148437500000
775,24762.0,21921.0546875000000
776,22761.0,21972.5878906250000
777,22227.0,21566.1406250000000
778,23985.0,21889.6699218750000
779,23788.0,22342.1640625000000
780,23855.0,22812.7304687500000
781,26040.0,23000.7148437500000
782,25863.0,22688.0410156250000
783,25851.0,22384.4960937500000
784,26100.0,21580.9902343750000
785,24625.0,20145.4042968750000
786,22657.0,18940.9550781250000
787,20289.0,17072.1445312500000
788,18524.0,15189.6894531250000
789,15943.0,13877.9941406250000
790,13179.0,12030.9179687500000
791,12423.0,10244.8505859375000
792,10478.0,8829.9746093750000
793,6556.0,7535.0571289062500
794,4561.0,5936.1845703125000
795,3513.0,4741.7753906250000
796,3607.0,4779.0332031250000
797,4781.0,4657.2656250000000
798,5423.0,4757.7695312500000
799,6669.0,5765.7734375000000
800,7064.0,7141.2734375000000
801,9363.0,9081.6269531250000
802,10874.0,11951.7656250000000
803,13255.0,14513.7880859375000
804,13164.0,16440.1289062500000
805,15159.0,17337.9257812500000
806,16030.0,18161.8183593750000
807,18256.0,18372.1542968750000
808,17751.0,18112.6699218750000
809,17675.0,17635.1093750000000
810,18557.0,17197.1953125000000
811,18389.0,16817.8496093750000
812,17538.0,16880.7011718750000
813,17506.0,16844.0449218750000
814,17580.0,16906.3300781250000
815,18027.0,17183.1582031250000
816,16959.0,17379.3710937500000
817,17066.0,17421.2226562500000
818,18155.0,17553.3750000000000
819,20610.0,17790.4609375000000
820,20793.0,18171.4023437500000
821,21584.0,18493.4218750000000
822,23493.0,18944.7265625000000
823,22555.0,19547.2929687500000
824,20183.0,20248.5800781250000
825,20441.0,20807.1406250000000
826,21555.0,21433.8261718750000
827,22406.0,22101.1796875000000
828,22512.0,22678.9140625000000
829,24667.0,22796.2363281250000
830,25424.0,22882.4453125000000
831,25852.0,22883.2617187500000
832,25137.0,22706.0742187500000
833,24099.0,22159.7519531250000
834,23058.0,21753.9160156250000
835,20786.0,21002.8730468750000
836,19217.0,19962.0156250000000
837,16329.0,18526.8652343750000
838,14293.0,16628.7597656250000
839,13193.0,14676.0205078125000
840,11166.0,12284.3798828125000
841,7518.0,10549.7246093750000
842,4877.0,8338.0937500000000
843,3639.0,6178.0712890625000
844,3412.0,5025.8056640625000
845,3827.0,4471.1298828125000
846,3922.0,4201.7236328125000
847,5241.0,4540.4746093750000
848,5601.0,5436.7880859375000
849,7147.0,6549.9228515625000
850,8425.0,8228.7285156250000
851,10951.0,10849.2753906250000
852,11800.0,14244.2675781250000
853,13936.0,16000.1767578125000
854,14835.0,17051.7792968750000
855,16412.0,17418.3398437500000
856,16763.0,17707.1015625000000
857,17613.0,17287.5683593750000
858,17439.0,16939.8984375000000
859,17921.0,16562.2578125000000
860,18605.0,16267.9443359375000
861,18113.0,16304.5634765625000
862,17579.0,16605.8847656250000
863,16927.0,16687.1875000000000
864,16526.0,16785.2597656250000
865,16956.0,17013.0175781250000
866,17381.0,17000.2207031250000
867,19232.0,16858.6992187500000
868,19127.0,16603.8691406250000
869,19404.0,16317.8378906250000
